make_model,power_kW,mileage,age,engine_size,type,price
Renault Megane,70.0,64573.0,3.0,1500.0,Used,14390.0
Renault Megane,151.0,90381.0,6.0,1600.0,Used,19450.0
Renault Clio,82.0,77758.0,12.0,1598.0,Used,7700.0
Renault Clio,66.0,29423.0,1.0,1598.0,Used,23500.0
Renault Megane,97.0,106692.0,4.0,1198.0,Used,16750.0
Renault ZOE,80.0,106707.0,5.0,1.0,Used,14894.0
Renault ZOE,65.0,89000.0,8.0,1.0,Used,13900.0
Renault Clio,55.0,53948.0,4.0,1461.0,Used,12300.0
Renault Clio,162.0,75211.0,7.0,1618.0,Used,18850.0
Renault Clio,55.0,140000.0,5.0,1461.0,Used,8700.0
Renault Twingo,52.0,59754.0,5.0,999.0,Used,9990.0
Renault Megane,221.0,17466.0,1.0,1798.0,Used,51000.0
Renault Clio,55.0,91614.0,3.0,1461.0,Used,11400.0
Renault Megane,151.0,59796.0,5.0,1618.0,Used,21950.0
Renault ZOE,80.0,29236.0,7.0,1.0,Used,11950.0
Renault ZOE,65.0,45608.0,7.0,1.0,Used,11950.0
Renault Clio,66.0,56841.0,5.0,1461.0,Used,11850.0
Renault ZOE,68.0,42255.0,2.0,1.0,Used,16950.0
Renault Megane,103.0,27437.0,4.0,1300.0,Used,17290.0
Renault Clio,74.0,9386.0,1.0,999.0,Used,16810.0
Renault Clio,55.0,179000.0,6.0,1461.0,Used,7700.0
Renault Megane,82.0,120915.0,5.0,1461.0,Used,13950.0
Renault Clio,85.0,16968.0,2.0,1500.0,Used,18490.0
Renault Megane,103.0,44917.0,3.0,1332.0,Used,20900.0
Renault ZOE,80.0,18180.0,2.0,1.0,Used,27950.0
Renault Megane,221.0,55583.0,3.0,1798.0,Used,39950.0
Renault Megane,96.0,65567.0,4.0,1598.0,Used,15950.0
Renault ZOE,65.0,85396.0,9.0,1.0,Used,10450.0
Renault Clio,55.0,30378.0,6.0,1461.0,Used,12000.0
Renault Megane,96.0,35477.0,6.0,1618.0,Used,21999.0
Renault Megane,97.0,107121.0,6.0,1198.0,Used,14500.0
Renault Megane,82.0,115202.0,5.0,1461.0,Used,12999.0
Renault Megane,165.0,89000.0,13.0,1998.0,Used,11900.0
Renault Megane,85.0,1.0,1.0,1461.0,Pre-registered,27515.0
Renault Captur,88.0,77835.0,8.0,1197.0,Used,13895.0
Renault Megane,74.0,19977.0,2.0,1200.0,Used,17490.0
Renault Clio,103.0,9000.0,2.0,1598.0,Used,17650.0
Renault Megane,81.0,88804.0,5.0,1461.0,Used,14899.0
Renault Clio,63.0,57979.0,2.0,1461.0,Used,14300.0
Renault Clio,103.0,10.0,0.0,1598.0,Pre-registered,22950.0
Renault Clio,96.0,23249.0,3.0,1332.0,Used,19490.0
Renault Clio,82.0,112485.0,5.0,1461.0,Used,12950.0
Renault ZOE,80.0,79269.0,9.0,1.0,Used,11850.0
Renault Clio,103.0,3500.0,0.0,1332.0,Demonstration,22970.0
Renault ZOE,100.0,3500.0,0.0,1.0,Demonstration,37439.0
Renault Megane,103.0,7878.0,2.0,1300.0,Used,21490.0
Renault Clio,88.0,89379.0,7.0,1197.0,Used,12944.0
Renault Clio,66.0,56602.0,4.0,900.0,Used,10890.0
Renault Clio,66.0,111937.0,9.0,898.0,Used,8845.0
Renault Clio,87.0,51065.0,5.0,1197.0,Used,13990.0
Renault Clio,74.0,50383.0,3.0,999.0,Used,16400.0
Renault ZOE,68.0,34000.0,4.0,1.0,Used,19900.0
Renault Clio,103.0,2001.0,0.0,1598.0,Demonstration,25300.0
Renault Megane,97.0,61718.0,5.0,1197.0,Used,16945.0
Renault Clio,56.0,72994.0,4.0,900.0,Used,9790.0
Renault ZOE,100.0,2701.0,2.0,1.0,Used,22900.0
Renault ZOE,68.0,61934.0,4.0,1.0,Used,22500.0
Renault ZOE,80.0,28111.0,2.0,1.0,Used,21950.0
Renault Clio,66.0,130008.0,4.0,898.0,Used,11350.0
Renault Clio,55.0,47829.0,4.0,1500.0,Used,11490.0
Renault ZOE,51.0,25000.0,2.0,1.0,Used,19999.0
Renault ZOE,80.0,1228.0,0.0,1.0,Demonstration,32544.0
Renault Megane,82.0,107046.0,11.0,1598.0,Used,7999.0
Renault Megane,97.0,82701.0,5.0,1598.0,Used,14999.0
Renault Clio,55.0,39521.0,4.0,1461.0,Used,14900.0
Renault Clio,66.0,40810.0,4.0,898.0,Used,13980.0
Renault Megane,86.0,37346.0,2.0,1461.0,Used,18999.0
Renault Megane,85.0,27661.0,1.0,1500.0,Used,19990.0
Renault Megane,103.0,58101.0,4.0,1332.0,Used,17400.0
Renault Clio,88.0,96500.0,6.0,1197.0,Used,13990.0
Renault Twingo,55.0,9880.0,1.0,898.0,Used,14990.0
Renault ZOE,80.0,3751.0,1.0,1.0,Demonstration,33222.0
Renault Alpine A110,184.0,800.0,3.0,1798.0,Used,59900.0
Renault Twingo,96.0,106197.0,12.0,1598.0,Used,7700.0
Renault ZOE,100.0,26905.0,2.0,1.0,Used,23950.0
Renault Clio,88.0,14137.0,4.0,1197.0,Used,17499.0
Renault Captur,66.0,90921.0,8.0,898.0,Used,11450.0
Renault ZOE,65.0,11439.0,6.0,1.0,Used,11950.0
Renault ZOE,100.0,3000.0,0.0,1.0,Demonstration,34111.0
Renault Twingo,54.0,15500.0,2.0,999.0,Used,14490.0
Renault Megane,97.0,46120.0,5.0,1198.0,Used,17950.0
Renault Clio,67.0,1000.0,1.0,999.0,Demonstration,16290.0
Renault ZOE,80.0,2929.0,2.0,1.0,Used,27500.0
Renault Clio,67.0,28394.0,3.0,898.0,Used,14999.0
Renault Clio,103.0,2940.0,0.0,1598.0,Demonstration,24990.0
Renault Clio,102.0,16600.0,0.0,1598.0,Used,23890.0
Renault Megane,103.0,23000.0,1.0,1333.0,Used,16900.0
Renault Clio,66.0,16387.0,3.0,898.0,Used,15750.0
Renault ZOE,65.0,57632.0,7.0,1.0,Used,12350.0
Renault Captur,96.0,66000.0,3.0,898.0,Used,13990.0
Renault Clio,103.0,5000.0,1.0,1332.0,Demonstration,24790.0
Renault Twingo,51.0,81000.0,3.0,999.0,Used,10490.0
Renault Twingo,54.0,2698.0,2.0,1000.0,Used,14690.0
Renault ZOE,80.0,15795.0,2.0,1.0,Used,19950.0
Renault Clio,105.0,2001.0,0.0,1598.0,Demonstration,23600.0
Renault Megane,104.0,16965.0,1.0,1332.0,Used,23499.0
Renault Twingo,66.0,78343.0,6.0,898.0,Used,10288.0
Renault ZOE,65.0,66675.0,7.0,1.0,Used,11950.0
Renault Clio,74.0,29872.0,2.0,999.0,Used,16350.0
Renault Clio,67.0,2000.0,0.0,999.0,Demonstration,17390.0
Renault ZOE,68.0,37630.0,5.0,1.0,Used,14400.0
Renault Clio,74.0,37683.0,2.0,999.0,Used,17150.0
Renault ZOE,80.0,12278.0,2.0,1.0,Used,21950.0
Renault Twingo,55.0,61778.0,5.0,898.0,Used,9990.0
Renault Clio,105.0,10.0,0.0,1598.0,Pre-registered,23100.0
Renault Clio,74.0,54797.0,3.0,999.0,Used,15090.0
Renault Clio,66.0,118523.0,5.0,898.0,Used,9950.0
Renault Megane,119.0,47795.0,2.0,1332.0,Used,21999.0
Renault Clio,74.0,45527.0,3.0,999.0,Used,15090.0
Renault Twingo,55.0,23177.0,2.0,898.0,Used,11690.0
Renault Clio,67.0,10600.0,1.0,999.0,Used,17290.0
Renault Clio,66.0,41500.0,3.0,898.0,Used,11950.0
Renault Clio,66.0,121781.0,8.0,898.0,Used,9350.0
Renault Twingo,55.0,24000.0,3.0,999.0,Used,9500.0
Renault ZOE,80.0,19135.0,2.0,1.0,Used,21950.0
Renault ZOE,100.0,5929.0,1.0,1.0,Used,29950.0
Renault Clio,67.0,49124.0,4.0,1461.0,Used,12999.0
Renault ZOE,80.0,5969.0,3.0,1.0,Used,17500.0
Renault Clio,67.0,5002.0,1.0,999.0,Used,18900.0
Renault ZOE,80.0,55673.0,3.0,1.0,Used,21988.0
Renault Twingo,55.0,31670.0,4.0,898.0,Used,9990.0
Renault Clio,66.0,52511.0,4.0,898.0,Used,13990.0
Renault Megane,104.0,59228.0,4.0,1332.0,Used,17999.0
Renault Twingo,55.0,36653.0,5.0,999.0,Used,8990.0
Renault Clio,67.0,17186.0,1.0,999.0,Used,19900.0
Renault ZOE,68.0,38619.0,3.0,1.0,Used,17950.0
Renault Clio,66.0,117354.0,6.0,898.0,Used,9245.0
Renault Clio,74.0,34557.0,3.0,999.0,Used,16950.0
Renault Clio,74.0,38281.0,2.0,999.0,Used,16250.0
Renault Clio,67.0,25663.0,2.0,1598.0,Used,17999.0
Renault ZOE,65.0,36682.0,6.0,1.0,Used,12500.0
Renault Megane,96.0,40210.0,4.0,1198.0,Used,17995.0
Renault Twingo,52.0,23925.0,4.0,1000.0,Used,9890.0
Renault Clio,105.0,10.0,0.0,1598.0,Pre-registered,23100.0
Renault Twingo,54.0,10.0,0.0,999.0,Pre-registered,27444.0
Renault ZOE,80.0,15875.0,2.0,1.0,Used,20950.0
Renault Clio,74.0,38898.0,3.0,999.0,Used,13650.0
Renault Twingo,55.0,28900.0,7.0,999.0,Used,8990.0
Renault Clio,66.0,29020.0,2.0,898.0,Used,13500.0
Renault ZOE,51.0,6360.0,1.0,1.0,Demonstration,34812.0
Renault Twingo,55.0,22137.0,1.0,999.0,Used,14980.0
Renault Megane,71.0,30561.0,2.0,1461.0,Used,15999.0
Renault Clio,57.0,52429.0,3.0,898.0,Used,11499.0
Renault Megane,96.0,600.0,0.0,1598.0,Used,30999.0
Renault Twingo,52.0,96498.0,5.0,999.0,Used,10490.0
Renault Clio,66.0,50497.0,6.0,898.0,Used,11090.0
Renault Megane,86.0,10078.0,1.0,1461.0,Used,19999.0
Renault Twingo,52.0,96498.0,5.0,999.0,Used,9900.0
Renault Megane,103.0,49226.0,4.0,1332.0,Used,15900.0
Renault Twingo,54.0,9127.0,2.0,999.0,Used,11750.0
Renault Clio,103.0,22750.0,0.0,1598.0,Used,23890.0
Renault ZOE,80.0,5458.0,2.0,1.0,Used,21950.0
Renault Twingo,52.0,20041.0,7.0,999.0,Used,9250.0
Renault Twingo,66.0,49627.0,5.0,898.0,Used,10950.0
Renault ZOE,80.0,8119.0,2.0,1.0,Used,20950.0
Renault ZOE,80.0,6275.0,2.0,1.0,Used,20950.0
Renault Twingo,52.0,97664.0,7.0,999.0,Used,7650.0
Renault Megane,86.0,38381.0,2.0,1461.0,Used,18799.0
Renault Clio,67.0,1800.0,1.0,999.0,Demonstration,19990.0
Renault Twingo,51.0,25000.0,4.0,999.0,Used,11900.0
Renault Clio,66.0,1170.0,0.0,999.0,Used,14990.0
Renault Twingo,54.0,34568.0,3.0,898.0,Used,10999.0
Renault Megane,97.0,100600.0,8.0,1197.0,Used,10999.0
Renault Megane,96.0,49800.0,10.0,1397.0,Used,12990.0
Renault Megane,96.0,110000.0,7.0,1598.0,Used,13490.0
Renault Twingo,66.0,62024.0,7.0,898.0,Used,10790.0
Renault Megane,103.0,113806.0,11.0,1997.0,Used,10750.0
Renault Wind,75.0,77000.0,10.0,1149.0,Used,8445.0
Renault Megane,81.0,116497.0,8.0,1461.0,Used,11995.0
Renault ZOE,80.0,17830.0,2.0,1.0,Used,21999.0
Renault Wind,75.0,118330.0,10.0,1149.0,Used,7950.0
Renault Twingo,51.0,32000.0,5.0,999.0,Used,9950.0
Renault Twingo,52.0,47100.0,6.0,999.0,Used,8950.0
Renault Twingo,52.0,72635.0,7.0,999.0,Used,7899.0
Renault Twingo,51.0,40934.0,5.0,999.0,Used,9680.0
Renault Megane,132.0,114700.0,12.0,1998.0,Used,9899.0
Renault Wind,74.0,110000.0,11.0,1149.0,Used,7950.0
Renault Megane,96.0,100000.0,12.0,1397.0,Used,7899.0
Renault Megane,81.0,83401.0,10.0,1598.0,Used,9490.0
Renault Megane,81.0,121000.0,9.0,1461.0,Used,11290.0
Renault Megane,81.0,134082.0,11.0,1461.0,Used,9419.0
Renault Megane,195.0,181000.0,8.0,1998.0,Used,21800.0
Renault Talisman,118.0,2.0,0.0,1997.0,Used,33900.0
Renault Megane,96.0,84000.0,7.0,1598.0,Used,13950.0
Renault Wind,98.0,8500.0,11.0,1598.0,Used,8500.0
Renault Megane,97.0,123269.0,7.0,1197.0,Used,11950.0
Renault Megane,81.0,114526.0,9.0,1461.0,Used,9450.0
Renault Megane,132.0,168000.0,10.0,1998.0,Used,8500.0
Renault Megane,184.0,72000.0,11.0,1998.0,Used,22000.0
Renault Megane,165.0,126000.0,15.0,1998.0,Used,20000.0
Renault Megane,100.0,34000.0,18.0,1998.0,Used,9800.0
Renault Megane,96.0,112500.0,7.0,1598.0,Used,12990.0
Renault Megane,112.0,79139.0,14.0,1995.0,Used,8990.0
Renault Megane,81.0,97000.0,10.0,1461.0,Used,8800.0
Renault Megane,96.0,37928.0,12.0,1397.0,Used,15950.0
Renault Megane,96.0,173000.0,11.0,1397.0,Used,8750.0
Renault Megane,81.0,154420.0,10.0,1461.0,Used,7990.0
Renault Wind,74.0,32650.0,11.0,1149.0,Used,7800.0
Renault Megane,104.0,207900.0,11.0,1997.0,Used,7900.0
Renault Megane,96.0,89227.0,10.0,1870.0,Used,11990.0
Renault Megane,132.0,56574.0,11.0,1997.0,Used,15449.0
Renault Megane,195.0,60000.0,10.0,1998.0,Used,23000.0
Renault Megane,96.0,135000.0,11.0,1870.0,Used,7990.0
Renault Megane,81.0,170538.0,8.0,1461.0,Used,9995.0
Renault Megane,81.0,85250.0,10.0,1598.0,Used,7999.0
Renault Megane,81.0,139000.0,11.0,1461.0,Used,7800.0
Renault Wind,74.0,26880.0,11.0,1149.0,Used,7950.0
Renault Megane,132.0,69207.0,12.0,1998.0,Used,13490.0
Renault Megane,96.0,46889.0,11.0,1397.0,Used,14750.0
Renault Megane,81.0,72470.0,7.0,1461.0,Used,16990.0
Renault Megane,132.0,224000.0,13.0,1998.0,Used,9200.0
Renault Megane,132.0,159000.0,9.0,1998.0,Used,9399.0
Renault Megane,96.0,112811.0,10.0,1397.0,Used,8500.0
Renault Megane,81.0,120500.0,11.0,1461.0,Used,7800.0
Renault Megane,184.0,46000.0,12.0,1998.0,Used,24500.0
Renault Megane,97.0,62000.0,7.0,1197.0,Used,12900.0
Renault Megane,96.0,82981.0,8.0,1397.0,Used,11500.0
Renault Megane,81.0,145046.0,7.0,1461.0,Used,12490.0
Renault Megane,97.0,100000.0,9.0,1197.0,Used,9350.0
Renault Megane,103.0,86000.0,11.0,1998.0,Used,12490.0
Renault Megane,96.0,115000.0,9.0,1870.0,Used,10499.0
Renault Megane,81.0,122000.0,10.0,1461.0,Used,9980.0
Renault Megane,81.0,95451.0,9.0,1461.0,Used,9990.0
Renault Megane,184.0,90000.0,11.0,1998.0,Used,17400.0
Renault Megane,132.0,100000.0,10.0,1998.0,Used,8200.0
Renault Megane,96.0,149590.0,11.0,1870.0,Used,8700.0
Renault Megane,184.0,65000.0,11.0,1998.0,Used,24500.0
Renault Megane,132.0,121100.0,10.0,1998.0,Used,12990.0
Renault Megane,97.0,82000.0,9.0,1197.0,Used,10999.0
Renault Megane,96.0,150894.0,10.0,1397.0,Used,9600.0
Renault Megane,96.0,79366.0,12.0,1397.0,Used,8999.0
Renault Megane,81.0,112979.0,10.0,1461.0,Used,8150.0
Renault Megane,98.0,118000.0,9.0,2000.0,Used,8500.0
Renault Megane,97.0,113200.0,8.0,1197.0,Used,8300.0
Renault Megane,97.0,15927.0,8.0,1197.0,Used,16250.0
Renault Megane,96.0,141590.0,9.0,1397.0,Used,10850.0
Renault Megane,120.0,158000.0,14.0,1998.0,Used,7900.0
Renault Megane,97.0,114900.0,8.0,1197.0,Used,13450.0
Renault Wind,98.0,54000.0,11.0,1600.0,Used,12000.0
Renault Megane,96.0,106338.0,11.0,1397.0,Used,8000.0
Renault Megane,70.0,133500.0,7.0,1461.0,Used,10400.0
Renault Megane,81.0,99000.0,10.0,1598.0,Used,9950.0
Renault Megane,96.0,31319.0,11.0,1998.0,Used,17490.0
Renault Wind,75.0,83016.0,10.0,1149.0,Used,9950.0
Renault Wind,75.0,25000.0,10.0,1149.0,Used,7800.0
Renault Megane,81.0,2163.0,7.0,1461.0,Used,21990.0
Renault Wind,75.0,43000.0,10.0,1149.0,Used,8900.0
Renault Megane,132.0,116300.0,11.0,1998.0,Used,10850.0
Renault Megane,81.0,60000.0,10.0,1461.0,Used,11600.0
Renault Wind,98.0,150000.0,11.0,1598.0,Used,8500.0
Renault Megane,81.0,99000.0,10.0,1461.0,Used,9600.0
Renault Wind,74.0,46500.0,11.0,1149.0,Used,7950.0
Renault Megane,81.0,50500.0,7.0,1461.0,Used,15500.0
Renault Megane,97.0,55555.0,8.0,1198.0,Used,20495.0
Renault Megane,132.0,166332.0,10.0,1998.0,Used,11950.0
Renault Wind,74.0,47065.0,11.0,1149.0,Used,8950.0
Renault Megane,81.0,62372.0,10.0,1461.0,Used,10950.0
Renault Megane,96.0,125900.0,11.0,1397.0,Used,10980.0
Renault Megane,96.0,89000.0,11.0,1397.0,Used,12990.0
Renault Wind,75.0,14300.0,10.0,1149.0,Used,8999.0
Renault Megane,96.0,77000.0,11.0,1397.0,Used,9000.0
Renault Megane,96.0,85000.0,11.0,1397.0,Used,8850.0
Renault Megane,81.0,109528.0,12.0,1461.0,Used,8790.0
Renault Megane,97.0,68602.0,7.0,1197.0,Used,14750.0
Renault Megane,96.0,97763.0,8.0,1198.0,Used,17945.0
Renault Megane,96.0,74500.0,11.0,1397.0,Used,10900.0
Renault Megane,96.0,174762.0,11.0,1397.0,Used,8495.0
Renault Megane,97.0,121300.0,8.0,1197.0,Used,12990.0
Renault Megane,103.0,52500.0,11.0,1997.0,Used,12900.0
Renault Megane,97.0,63978.0,8.0,1198.0,Used,18750.0
Renault Megane,165.0,141000.0,15.0,1998.0,Used,8500.0
Renault Megane,96.0,105000.0,12.0,1870.0,Used,8500.0
Renault Megane,96.0,129963.0,11.0,1397.0,Used,7900.0
Renault Megane,81.0,108000.0,11.0,1461.0,Used,9400.0
Renault Megane,96.0,83927.0,12.0,1397.0,Used,11940.0
Renault Megane,96.0,177260.0,9.0,1598.0,Used,7750.0
Renault Wind,74.0,29680.0,11.0,1149.0,Used,8990.0
Renault Megane,97.0,115803.0,9.0,1198.0,Used,13990.0
Renault Megane,85.0,190000.0,18.0,1870.0,Used,7600.0
Renault Megane,96.0,159756.0,12.0,1397.0,Used,8690.0
Renault Wind,75.0,22870.0,11.0,1149.0,Used,9490.0
Renault Megane,96.0,106978.0,12.0,1397.0,Used,8950.0
Renault Megane,96.0,147650.0,10.0,1598.0,Used,12900.0
Renault Wind,75.0,74980.0,10.0,1149.0,Used,11500.0
Renault Wind,98.0,154255.0,11.0,1598.0,Used,7950.0
Renault Megane,97.0,72690.0,9.0,1197.0,Used,13950.0
Renault Megane,97.0,82377.0,9.0,1197.0,Used,12789.0
Renault Megane,96.0,223692.0,11.0,1397.0,Used,7999.0
Renault Megane,96.0,46614.0,11.0,1397.0,Used,11250.0
Renault Megane,96.0,139198.0,11.0,1397.0,Used,8500.0
Renault Megane,96.0,89200.0,16.0,1600.0,Used,9990.0
Renault Megane,96.0,186604.0,11.0,1397.0,Used,8499.0
Renault Megane,96.0,101136.0,11.0,1397.0,Used,11495.0
Renault Megane,81.0,106000.0,10.0,1461.0,Used,13900.0
Renault Megane,102.0,79312.0,9.0,1997.0,Used,17900.0
Renault Megane,184.0,137000.0,12.0,1998.0,Used,12500.0
Renault Megane,83.0,48520.0,19.0,1598.0,Used,9999.0
Renault Megane,81.0,134000.0,11.0,1598.0,Used,8490.0
Renault Megane,96.0,121607.0,12.0,1397.0,Used,9450.0
Renault Megane,97.0,101909.0,9.0,1197.0,Used,14950.0
Renault Megane,184.0,155000.0,12.0,1998.0,Used,13000.0
Renault Alpine A110,185.0,23314.0,3.0,1798.0,Used,57999.0
Renault Alpine A110,215.0,2990.0,0.0,1798.0,Used,69990.0
Renault Megane,201.0,72880.0,7.0,1998.0,Used,23888.0
Renault Alpine A110,215.0,4500.0,0.0,1798.0,Demonstration,69890.0
Renault Megane,221.0,24229.0,2.0,1798.0,Used,36880.0
Renault Megane,195.0,74433.0,7.0,1998.0,Used,19990.0
Renault Alpine A110,185.0,3001.0,0.0,1798.0,Used,68888.0
Renault Megane,132.0,153674.0,9.0,1998.0,Used,15950.0
Renault Clio,66.0,38760.0,20.0,2946.0,Used,58490.0
Renault Clio,55.0,190000.0,4.0,999.0,Used,8500.0
Renault Laguna,125.0,142362.0,10.0,1998.0,Used,9000.0
Renault Laguna,112.0,54764.0,7.0,1995.0,Used,14980.0
Renault Megane,195.0,125000.0,10.0,1998.0,Used,15900.0
Renault Megane,132.0,98499.0,9.0,1461.0,Used,9990.0
Renault Alpine A110,185.0,5500.0,0.0,1798.0,Demonstration,63950.0
Renault Laguna,129.0,154900.0,12.0,1995.0,Used,8990.0
Renault Arkana,103.0,12.0,0.0,1333.0,Used,27550.0
Renault Megane,221.0,21778.0,2.0,1798.0,Used,36999.0
Renault Arkana,103.0,8197.0,0.0,1333.0,Used,27850.0
Renault Megane,85.0,66021.0,7.0,1198.0,Used,11990.0
Renault Arkana,118.0,6500.0,0.0,1333.0,Demonstration,35900.0
Renault Clio,66.0,75000.0,4.0,898.0,Used,12800.0
Renault Arkana,103.0,10560.0,1.0,1333.0,Demonstration,31490.0
Renault Arkana,118.0,5000.0,0.0,1333.0,Demonstration,34990.0
Renault Arkana,103.0,1886.0,0.0,1333.0,Used,28750.0
Renault Arkana,103.0,5000.0,1.0,1598.0,Demonstration,32990.0
Renault Arkana,103.0,4784.0,1.0,1333.0,Used,29990.0
Renault Arkana,103.0,8831.0,1.0,1333.0,Used,28990.0
Renault Megane,184.0,65000.0,10.0,1998.0,Used,16900.0
Renault Megane,202.0,122128.0,6.0,1998.0,Used,18950.0
Renault Arkana,103.0,8000.0,1.0,1332.0,Demonstration,28800.0
Renault Megane,221.0,11000.0,2.0,1998.0,Used,34999.0
Renault Megane,205.0,2500.0,2.0,1798.0,Demonstration,40950.0
Renault Alpine A110,185.0,19400.0,4.0,1798.0,Used,58900.0
Renault Clio,55.0,80000.0,6.0,1461.0,Used,13500.0
Renault Laguna,110.0,160250.0,11.0,1995.0,Used,10900.0
Renault Arkana,107.0,5000.0,0.0,1598.0,Demonstration,35790.0
Renault Laguna,173.0,127736.0,13.0,2993.0,Used,10990.0
Renault Laguna,110.0,116700.0,11.0,2000.0,Used,10400.0
Renault Clio,66.0,79000.0,5.0,1461.0,Used,12900.0
Renault Clio,85.0,79000.0,3.0,999.0,Used,16500.0
Renault Clio,66.0,28500.0,5.0,898.0,Used,13950.0
Renault Clio,66.0,26000.0,3.0,898.0,Used,13500.0
Renault Captur,86.0,44902.0,4.0,1332.0,Used,16900.0
Renault Megane,85.0,110886.0,9.0,1198.0,Used,9995.0
Renault Clio,66.0,103369.0,5.0,898.0,Used,12500.0
Renault Clio,55.0,60000.0,4.0,1149.0,Used,12300.0
Renault Laguna,110.0,116700.0,11.0,2000.0,Used,10400.0
Renault Megane,81.0,102000.0,10.0,1461.0,Used,9000.0
Renault Laguna,110.0,70000.0,7.0,1995.0,Used,11500.0
Renault Megane,195.0,149924.0,9.0,1998.0,Used,23500.0
Renault Arkana,103.0,10316.0,1.0,1333.0,Used,30990.0
Renault Megane,70.0,154000.0,7.0,1998.0,Used,10900.0
Renault Megane,201.0,63900.0,6.0,1998.0,Used,23900.0
Renault Megane,195.0,74243.0,9.0,1998.0,Used,20950.0
Renault Megane,132.0,104000.0,9.0,1998.0,Used,8500.0
Renault Megane,162.0,102000.0,6.0,1998.0,Used,13900.0
Renault Megane,201.0,114000.0,6.0,1998.0,Used,18990.0
Renault Megane,195.0,112000.0,9.0,1998.0,Used,25000.0
Renault Megane,210.0,63900.0,13.0,1998.0,Used,8995.0
Renault Megane,184.0,180500.0,11.0,1998.0,Used,15950.0
Renault Laguna,175.0,130000.0,13.0,3498.0,Used,9499.0
Renault Laguna,150.0,93500.0,13.0,1998.0,Used,11992.0
Renault Megane,195.0,109647.0,10.0,1998.0,Used,13999.0
Renault Megane,202.0,42500.0,7.0,1995.0,Used,28500.0
Renault Megane,221.0,44000.0,3.0,1998.0,Used,30500.0
Renault Megane,184.0,175000.0,11.0,1998.0,Used,14900.0
Renault Clio,66.0,95218.0,10.0,1998.0,Used,12499.0
Renault Megane,232.0,153535.0,10.0,1998.0,Used,16890.0
Renault Megane,132.0,160000.0,10.0,1998.0,Used,7900.0
Renault Laguna,110.0,56074.0,8.0,1995.0,Used,11450.0
Renault Laguna,173.0,179187.0,11.0,2998.0,Used,8948.0
Renault Megane,132.0,72000.0,10.0,1998.0,Used,8970.0
Renault Megane,184.0,145500.0,12.0,1998.0,Used,19999.0
Renault Laguna,132.0,183500.0,9.0,1995.0,Used,8990.0
Renault Megane,132.0,295000.0,12.0,1998.0,Used,13500.0
Renault Megane,235.0,94000.0,11.0,1998.0,Used,29000.0
Renault Megane,96.0,127000.0,12.0,1397.0,Used,8900.0
Renault Megane,132.0,20000.0,11.0,1998.0,Used,20900.0
Renault Laguna,110.0,73057.0,7.0,1995.0,Used,12200.0
Renault Megane,162.0,79185.0,6.0,1998.0,Used,15950.0
Renault Laguna,110.0,145000.0,7.0,1995.0,Used,9450.0
Renault Megane,132.0,121000.0,11.0,1998.0,Used,8490.0
Renault Laguna,173.0,157000.0,13.0,2998.0,Used,8800.0
Renault Megane,195.0,114600.0,10.0,1998.0,Used,14190.0
Renault Megane,184.0,72800.0,11.0,1998.0,Used,17000.0
Renault Megane,201.0,122000.0,6.0,1998.0,Used,20990.0
Renault Megane,184.0,63637.0,10.0,1998.0,Used,19450.0
Renault Megane,165.0,108600.0,16.0,1998.0,Used,17900.0
Renault Laguna,175.0,130000.0,13.0,3498.0,Used,11499.0
Renault Megane,184.0,93000.0,11.0,1998.0,Used,20900.0
Renault Laguna,110.0,188000.0,11.0,1995.0,Used,8999.0
Renault Megane,184.0,51000.0,12.0,1998.0,Used,15500.0
Renault Megane,96.0,112000.0,8.0,1598.0,Used,9990.0
Renault Megane,223.0,148000.0,11.0,1998.0,Used,17450.0
Renault Megane,201.0,59315.0,6.0,1998.0,Used,23490.0
Renault Megane,132.0,62927.0,7.0,1998.0,Used,20450.0
Renault Laguna,110.0,92496.0,13.0,1995.0,Used,8050.0
Renault Laguna,110.0,83000.0,13.0,1995.0,Used,14500.0
Renault Laguna,125.0,103000.0,13.0,1998.0,Used,9950.0
Renault Megane,195.0,75000.0,10.0,1998.0,Used,17990.0
Renault Laguna,125.0,103000.0,13.0,1998.0,Used,9950.0
Renault Megane,201.0,36500.0,6.0,1998.0,Used,26660.0
Renault Megane,132.0,136000.0,10.0,1998.0,Used,8888.0
Renault Megane,184.0,120000.0,11.0,1998.0,Used,16999.0
Renault Clio,66.0,58900.0,10.0,1998.0,Used,15900.0
Renault Megane,195.0,92300.0,10.0,1998.0,Used,17500.0
Renault Megane,201.0,92500.0,7.0,1998.0,Used,22950.0
Renault Megane,221.0,47000.0,3.0,1798.0,Used,34990.0
Renault Megane,185.0,132670.0,10.0,1998.0,Used,16950.0
Renault Megane,195.0,75000.0,10.0,1998.0,Used,17990.0
Renault Laguna,150.0,107000.0,13.0,1998.0,Used,11300.0
Renault Megane,205.0,52650.0,4.0,1798.0,Used,29990.0
Renault Megane,201.0,91875.0,7.0,1998.0,Used,17990.0
Renault Megane,201.0,45000.0,8.0,1998.0,Used,37500.0
Renault Megane,195.0,136378.0,9.0,1998.0,Used,18990.0
Renault Megane,140.0,77000.0,9.0,1998.0,Used,10600.0
Renault Megane,195.0,12545.0,7.0,1998.0,Used,27000.0
Renault Laguna,150.0,166720.0,13.0,1998.0,Used,7650.0
