make_model,power_kW,mileage,age,engine_size,type,price
Skoda Scala,85.0,26650.0,3.0,1598.0,Used,17990.0
Skoda Scala,85.0,27000.0,3.0,999.0,Used,17410.0
Skoda Karoq,110.0,20.0,0.0,1498.0,Used,31990.0
Skoda Scala,85.0,35100.0,3.0,999.0,Used,20410.0
Skoda Kodiaq,110.0,61800.0,4.0,1968.0,Used,29900.0
Skoda Octavia,150.0,26474.0,1.0,1395.0,Used,32200.0
Skoda Scala,85.0,27000.0,3.0,999.0,Used,17410.0
Skoda Fabia,81.0,84901.0,4.0,1000.0,Used,15900.0
Skoda Superb,110.0,23500.0,3.0,1968.0,Used,29490.0
Skoda Rapid/Spaceback,85.0,129441.0,4.0,1598.0,Used,11990.0
Skoda Superb,110.0,55200.0,3.0,1498.0,Used,26810.0
Skoda Superb,140.0,87000.0,3.0,1968.0,Used,34870.0
Skoda Fabia,55.0,108700.0,8.0,1598.0,Used,7997.0
Skoda Scala,81.0,25774.0,1.0,999.0,Used,18000.0
Skoda Scala,110.0,20.0,0.0,1498.0,Pre-registered,31080.0
Skoda Scala,81.0,11100.0,1.0,999.0,Demonstration,24000.0
Skoda Scala,81.0,15500.0,1.0,999.0,Used,22990.0
Skoda Scala,81.0,100.0,0.0,999.0,Pre-registered,25990.0
Skoda Scala,85.0,19924.0,2.0,999.0,Used,18800.0
Skoda Scala,85.0,50684.0,3.0,999.0,Used,17390.0
Skoda Scala,110.0,10261.0,0.0,1498.0,Demonstration,32790.0
Skoda Octavia,85.0,47371.0,2.0,999.0,Used,18388.0
Skoda Superb,200.0,27031.0,2.0,1984.0,Used,38990.0
Skoda Superb,110.0,58522.0,4.0,1968.0,Used,24700.0
Skoda Scala,70.0,21712.0,2.0,999.0,Used,17690.0
Skoda Scala,110.0,523.0,0.0,1498.0,Used,30877.0
Skoda Scala,81.0,1689.0,0.0,999.0,Used,23490.0
Skoda Scala,81.0,14993.0,1.0,999.0,Used,19090.0
Skoda Scala,110.0,63491.0,3.0,1498.0,Used,21190.0
Skoda Scala,85.0,33000.0,2.0,1598.0,Used,24960.0
Skoda Superb,110.0,54700.0,1.0,1498.0,Used,28810.0
Skoda Scala,110.0,10.0,0.0,1498.0,Employee's car,28989.0
Skoda Karoq,110.0,42409.0,4.0,1498.0,Used,22990.0
Skoda Fabia,66.0,91302.0,4.0,1422.0,Used,11995.0
Skoda Scala,110.0,21965.0,2.0,1498.0,Used,22750.0
Skoda Scala,81.0,1100.0,0.0,999.0,Employee's car,27890.0
Skoda Octavia,110.0,1.0,1.0,1968.0,Used,32900.0
Skoda Scala,140.0,6.0,0.0,1498.0,Pre-registered,31250.0
Skoda Scala,81.0,10742.0,0.0,999.0,Demonstration,28590.0
Skoda Fabia,81.0,10.0,0.0,999.0,Pre-registered,18799.0
Skoda Scala,85.0,29840.0,3.0,999.0,Used,17150.0
Skoda Octavia,147.0,5600.0,1.0,1968.0,Employee's car,44500.0
Skoda Octavia,110.0,29876.0,1.0,1968.0,Demonstration,32980.0
Skoda Citigo,55.0,31000.0,5.0,999.0,Used,10580.0
Skoda Scala,81.0,24500.0,1.0,999.0,Used,21880.0
Skoda Scala,81.0,90.0,0.0,999.0,Pre-registered,29790.0
Skoda Karoq,110.0,68900.0,4.0,1968.0,Used,29900.0
Skoda Octavia,110.0,65428.0,4.0,1395.0,Used,20480.0
Skoda Scala,85.0,9.0,1.0,999.0,Pre-registered,23880.0
Skoda Rapid/Spaceback,81.0,31180.0,4.0,999.0,Used,14850.0
Skoda Scala,81.0,75.0,0.0,999.0,Pre-registered,24990.0
Skoda Scala,81.0,514.0,0.0,999.0,Used,25989.0
Skoda Scala,81.0,19376.0,1.0,1498.0,Used,28990.0
Skoda Scala,70.0,16500.0,1.0,999.0,Used,17200.0
Skoda Fabia,81.0,1500.0,1.0,999.0,Pre-registered,20850.0
Skoda Octavia,84.0,39819.0,4.0,999.0,Used,17990.0
Skoda Superb,110.0,21614.0,6.0,1395.0,Used,19990.0
Skoda Fabia,81.0,10.0,0.0,999.0,Pre-registered,19998.0
Skoda Octavia,147.0,45134.0,1.0,1968.0,Used,38990.0
Skoda Fabia,44.0,77020.0,4.0,999.0,Used,9750.0
Skoda Fabia,81.0,34861.0,4.0,999.0,Used,16450.0
Skoda Scala,85.0,20290.0,2.0,999.0,Used,25290.0
Skoda Fabia,81.0,43100.0,5.0,999.0,Used,16950.0
Skoda Scala,110.0,10.0,0.0,1498.0,Employee's car,26900.0
Skoda Fabia,55.0,44986.0,3.0,999.0,Used,13490.0
Skoda Fabia,55.0,63600.0,3.0,999.0,Used,11990.0
Skoda Octavia,110.0,10040.0,2.0,1968.0,Demonstration,34990.0
Skoda Scala,110.0,10.0,0.0,1498.0,Used,27215.0
Skoda Fabia,70.0,53655.0,3.0,999.0,Used,12500.0
Skoda Fabia,81.0,7000.0,0.0,999.0,Demonstration,25299.0
Skoda Scala,81.0,14600.0,1.0,999.0,Used,23450.0
Skoda Scala,81.0,10000.0,0.0,999.0,Demonstration,26990.0
Skoda Rapid/Spaceback,70.0,58800.0,3.0,999.0,Used,11790.0
Skoda Scala,81.0,21100.0,1.0,999.0,Employee's car,27400.0
Skoda Scala,81.0,11690.0,1.0,999.0,Used,27890.0
Skoda Scala,81.0,13741.0,1.0,999.0,Used,22350.0
Skoda Fabia,70.0,28950.0,4.0,999.0,Used,12900.0
Skoda Octavia,180.0,10.0,0.0,1984.0,Pre-registered,36488.0
Skoda Scala,81.0,19690.0,1.0,999.0,Used,22890.0
Skoda Scala,70.0,25.0,0.0,999.0,Pre-registered,20990.0
Skoda Scala,70.0,22231.0,1.0,999.0,Used,18900.0
Skoda Karoq,85.0,23060.0,2.0,1598.0,Used,24890.0
Skoda Rapid/Spaceback,92.0,38053.0,4.0,1395.0,Used,17890.0
Skoda Scala,81.0,10700.0,1.0,999.0,Employee's car,23490.0
Skoda Scala,81.0,24290.0,1.0,999.0,Used,23890.0
Skoda Fabia,81.0,15.0,1.0,999.0,Employee's car,19750.0
Skoda Fabia,81.0,2800.0,0.0,999.0,Pre-registered,22390.0
Skoda Superb,110.0,10.0,1.0,1498.0,Used,34274.0
Skoda Fabia,55.0,50750.0,3.0,999.0,Used,13100.0
Skoda Fabia,70.0,500.0,0.0,999.0,Pre-registered,24549.0
Skoda Rapid/Spaceback,81.0,72463.0,3.0,999.0,Used,13980.0
Skoda Fabia,70.0,55345.0,3.0,999.0,Used,13950.0
Skoda Fabia,44.0,69203.0,6.0,999.0,Used,10400.0
Skoda Fabia,44.0,24698.0,3.0,999.0,Used,12900.0
Skoda Rapid/Spaceback,81.0,33619.0,5.0,1197.0,Used,13750.0
Skoda Fabia,70.0,36050.0,3.0,999.0,Used,14900.0
Skoda Octavia,110.0,11.0,1.0,1395.0,Used,40690.0
Skoda Octavia,110.0,4500.0,0.0,1498.0,Demonstration,36540.0
Skoda Scala,70.0,13620.0,1.0,999.0,Employee's car,18880.0
Skoda Scala,81.0,27500.0,1.0,999.0,Used,24480.0
Skoda Fabia,44.0,53036.0,2.0,999.0,Used,13900.0
Skoda Rapid/Spaceback,70.0,60436.0,5.0,999.0,Used,12980.0
Skoda Fabia,55.0,44959.0,4.0,999.0,Used,11400.0
Skoda Fabia,59.0,10.0,0.0,999.0,Pre-registered,17960.0
Skoda Octavia,110.0,92750.0,4.0,1598.0,Used,15490.0
Skoda Fabia,70.0,20534.0,2.0,999.0,Used,17890.0
Skoda Superb,147.0,10.0,0.0,1968.0,Used,42341.0
Skoda Fabia,81.0,33610.0,3.0,999.0,Used,16400.0
Skoda Fabia,63.0,68068.0,8.0,1197.0,Used,9490.0
Skoda Fabia,59.0,10.0,0.0,999.0,Used,18200.0
Skoda Scala,81.0,3772.0,0.0,999.0,Used,23490.0
Dacia Spring,33.0,3001.0,1.0,0.0,Demonstration,22985.0
Dacia Sandero,66.0,39500.0,4.0,898.0,Used,13900.0
Dacia Spring,33.0,11050.0,1.0,0.0,Demonstration,22985.0
Dacia Spring,33.0,5723.0,1.0,0.0,Demonstration,22985.0
Dacia Spring,33.0,5545.0,1.0,0.0,Demonstration,22985.0
Dacia Spring,33.0,4990.0,1.0,0.0,Demonstration,22985.0
Dacia Spring,33.0,1001.0,1.0,0.0,Demonstration,22985.0
Dacia Spring,33.0,5000.0,1.0,0.0,Demonstration,23080.0
Dacia Spring,33.0,1531.0,1.0,0.0,Demonstration,22985.0
Dacia Spring,33.0,1500.0,1.0,0.0,Demonstration,22985.0
Dacia Spring,33.0,4999.0,1.0,0.0,Demonstration,22985.0
Dacia Spring,33.0,2650.0,1.0,0.0,Demonstration,22985.0
Dacia Spring,33.0,2600.0,1.0,0.0,Demonstration,22985.0
Dacia Sandero,67.0,1999.0,0.0,999.0,Demonstration,14130.0
Dacia Spring,33.0,2500.0,1.0,0.0,Demonstration,22985.0
Dacia Spring,33.0,1001.0,1.0,0.0,Demonstration,22985.0
Dacia Spring,33.0,1001.0,1.0,0.0,Demonstration,22985.0
Dacia Spring,33.0,2026.0,1.0,0.0,Demonstration,22985.0
Dacia Spring,33.0,3600.0,1.0,0.0,Demonstration,22985.0
Dacia Sandero,67.0,1879.0,0.0,999.0,Demonstration,14780.0
Dacia Spring,33.0,3614.0,1.0,0.0,Demonstration,22985.0
Dacia Sandero,74.0,10.0,0.0,999.0,Pre-registered,13760.0
Dacia Sandero,74.0,10.0,0.0,999.0,Pre-registered,13760.0
Dacia Sandero,67.0,1990.0,0.0,999.0,Demonstration,17080.0
Dacia Sandero,66.0,74000.0,6.0,1461.0,Used,9640.0
Dacia Spring,33.0,4500.0,1.0,0.0,Demonstration,19269.0
Dacia Sandero,74.0,65000.0,2.0,999.0,Used,13850.0
Dacia Sandero,66.0,27127.0,3.0,898.0,Used,13990.0
Dacia Sandero,55.0,90823.0,4.0,999.0,Used,7572.0
Dacia Sandero,66.0,46514.0,5.0,898.0,Used,12990.0
Dacia Sandero,49.0,308.0,0.0,999.0,Used,14100.0
Dacia Sandero,67.0,1999.0,0.0,999.0,Demonstration,19140.0
Dacia Sandero,66.0,52139.0,6.0,898.0,Used,9290.0
Dacia Sandero,67.0,2212.0,0.0,999.0,Demonstration,15080.0
Dacia Sandero,74.0,2300.0,0.0,999.0,Demonstration,13780.0
Dacia Sandero,66.0,51053.0,4.0,899.0,Used,11990.0
Dacia Sandero,66.0,50577.0,4.0,898.0,Used,12490.0
Dacia Spring,33.0,11000.0,1.0,0.0,Demonstration,23090.0
Dacia Spring,33.0,10.0,1.0,0.0,Demonstration,23090.0
Dacia Spring,33.0,50.0,1.0,0.0,Demonstration,23090.0
Dacia Spring,33.0,4500.0,1.0,0.0,Demonstration,23080.0
Dacia Spring,33.0,1001.0,1.0,0.0,Demonstration,22985.0
Dacia Spring,33.0,2100.0,1.0,0.0,Demonstration,22985.0
Dacia Sandero,74.0,3000.0,0.0,999.0,Demonstration,15230.0
Dacia Sandero,66.0,106253.0,7.0,1461.0,Used,7990.0
Dacia Sandero,67.0,1001.0,0.0,999.0,Demonstration,14080.0
Dacia Sandero,66.0,3487.0,3.0,898.0,Used,14950.0
Dacia Sandero,67.0,20.0,1.0,999.0,Pre-registered,16690.0
Dacia Sandero,66.0,26525.0,3.0,898.0,Used,14480.0
Dacia Sandero,66.0,100547.0,6.0,898.0,Used,8995.0
Dacia Logan,66.0,39000.0,4.0,1461.0,Used,10900.0
Dacia Sandero,66.0,68739.0,3.0,898.0,Used,10900.0
Dacia Sandero,66.0,27249.0,4.0,898.0,Used,12990.0
Dacia Sandero,67.0,4643.0,0.0,999.0,Pre-registered,15990.0
Dacia Sandero,66.0,75352.0,6.0,898.0,Used,9990.0
Dacia Sandero,66.0,8118.0,4.0,898.0,Used,13499.0
Dacia Sandero,68.0,43944.0,1.0,999.0,Used,15850.0
Dacia Sandero,66.0,87513.0,4.0,898.0,Used,10590.0
Dacia Sandero,74.0,13178.0,1.0,999.0,Used,15950.0
Dacia Sandero,67.0,17239.0,3.0,999.0,Used,12572.0
Dacia Sandero,65.0,125305.0,10.0,1461.0,Used,8199.0
Dacia Sandero,65.0,125305.0,10.0,1461.0,Used,7999.0
Dacia Sandero,56.0,44550.0,4.0,1461.0,Used,10499.0
Dacia Spring,33.0,4654.0,1.0,0.0,Demonstration,19950.0
Dacia Sandero,54.0,9702.0,3.0,998.0,Used,10499.0
Dacia Sandero,67.0,150.0,0.0,999.0,Used,15240.0
Dacia Sandero,54.0,20000.0,3.0,998.0,Used,10499.0
Dacia Sandero,54.0,47800.0,3.0,999.0,Used,8990.0
Dacia Sandero,55.0,55411.0,6.0,1149.0,Used,8990.0
Dacia Sandero,49.0,10.0,0.0,999.0,Pre-registered,12010.0
Dacia Sandero,54.0,13792.0,3.0,998.0,Used,10689.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,55.0,8982.0,6.0,1149.0,Used,10500.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,70.0,65678.0,3.0,1461.0,Used,13990.0
Dacia Sandero,49.0,2579.0,0.0,999.0,Pre-registered,14000.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,66.0,35013.0,7.0,898.0,Used,12300.0
Dacia Sandero,70.0,140000.0,2.0,1461.0,Used,14500.0
Dacia Sandero,66.0,60000.0,4.0,898.0,Used,13850.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,70.0,30473.0,2.0,1461.0,Used,14409.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,55.0,6999.0,6.0,1149.0,Used,10900.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,55.0,6200.0,3.0,999.0,Used,12900.0
Dacia Sandero,55.0,26506.0,3.0,999.0,Used,12750.0
Dacia Sandero,66.0,26000.0,5.0,898.0,Used,12990.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Sandero,66.0,57423.0,5.0,898.0,Used,11490.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,66.0,79999.0,6.0,1461.0,Used,8299.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,55.0,100642.0,6.0,1461.0,Used,9500.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,70.0,78688.0,3.0,1461.0,Used,12500.0
Dacia Sandero,66.0,16050.0,3.0,898.0,Used,12499.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,67.0,1962.0,1.0,999.0,Pre-registered,15299.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Sandero,74.0,5550.0,2.0,999.0,Used,12591.0
Dacia Sandero,67.0,1962.0,1.0,999.0,Pre-registered,15299.0
Dacia Logan,55.0,15008.0,3.0,999.0,Used,11727.0
Dacia Sandero,66.0,99000.0,4.0,898.0,Used,11490.0
Dacia Sandero,70.0,71406.0,3.0,1461.0,Used,10880.0
Dacia Sandero,66.0,14000.0,5.0,898.0,Used,12990.0
Dacia Sandero,66.0,102000.0,6.0,1461.0,Used,8950.0
Dacia Sandero,67.0,1962.0,1.0,999.0,Pre-registered,15299.0
Dacia Sandero,66.0,29043.0,5.0,898.0,Used,9990.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,74.0,13450.0,0.0,999.0,Used,19390.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,66.0,11000.0,5.0,1461.0,Used,12990.0
Dacia Sandero,55.0,132300.0,7.0,1149.0,Used,8400.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Sandero,70.0,22700.0,3.0,1461.0,Used,12500.0
Dacia Sandero,70.0,50991.0,3.0,1461.0,Used,13400.0
Dacia Sandero,70.0,30473.0,2.0,1461.0,Used,14409.0
Dacia Sandero,70.0,30473.0,2.0,1461.0,Used,14409.0
Dacia Sandero,70.0,50991.0,3.0,1461.0,Used,13400.0
Dacia Sandero,55.0,30186.0,5.0,1461.0,Used,10700.0
Dacia Sandero,66.0,68263.0,6.0,1461.0,Used,10990.0
Dacia Sandero,74.0,5550.0,2.0,999.0,Used,12591.0
Dacia Sandero,70.0,42037.0,3.0,1461.0,Used,13299.0
Dacia Sandero,67.0,2386.0,0.0,999.0,Pre-registered,14727.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Sandero,66.0,84915.0,7.0,898.0,Used,8500.0
Dacia Sandero,55.0,16626.0,6.0,1149.0,Used,10500.0
Dacia Sandero,70.0,30473.0,2.0,1461.0,Used,14409.0
Dacia Sandero,66.0,87000.0,8.0,898.0,Used,7990.0
Dacia Sandero,66.0,90303.0,6.0,1461.0,Used,14990.0
Dacia Sandero,70.0,33000.0,1.0,1461.0,Used,16500.0
Dacia Sandero,55.0,5000.0,3.0,999.0,Used,11900.0
Dacia Sandero,70.0,42037.0,3.0,1461.0,Used,13299.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Sandero,67.0,11354.0,1.0,999.0,Used,15299.0
Dacia Sandero,67.0,11354.0,1.0,999.0,Used,15299.0
Dacia Sandero,70.0,39999.0,4.0,1461.0,Used,13990.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Sandero,70.0,30473.0,2.0,1461.0,Used,14409.0
Dacia Logan,66.0,103727.0,8.0,1461.0,Used,8695.0
Dacia Sandero,55.0,60609.0,6.0,1149.0,Used,10300.0
Dacia Sandero,70.0,42037.0,3.0,1461.0,Used,13299.0
Dacia Sandero,66.0,54100.0,4.0,898.0,Used,11990.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Sandero,55.0,100642.0,6.0,1461.0,Used,9500.0
Dacia Sandero,67.0,11354.0,1.0,999.0,Used,15299.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Lodgy,85.0,84140.0,3.0,1461.0,Used,16500.0
Dacia Logan,54.0,38523.0,5.0,999.0,Used,10234.0
Dacia Sandero,66.0,6027.0,1.0,898.0,Used,15390.0
Dacia Sandero,74.0,3000.0,2.0,999.0,Used,11990.0
Dacia Sandero,70.0,30473.0,2.0,1461.0,Used,14409.0
Dacia Sandero,70.0,30473.0,2.0,1461.0,Used,14409.0
Dacia Sandero,55.0,34000.0,3.0,999.0,Used,11500.0
Dacia Sandero,66.0,90000.0,6.0,1461.0,Used,10500.0
Dacia Sandero,67.0,4.0,0.0,999.0,Pre-registered,16199.0
Dacia Sandero,74.0,15.0,0.0,999.0,Pre-registered,15990.0
Dacia Sandero,67.0,17239.0,3.0,999.0,Used,12572.0
Dacia Sandero,74.0,2271.0,2.0,999.0,Used,13785.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Sandero,55.0,19999.0,7.0,1461.0,Used,10900.0
Dacia Sandero,67.0,17239.0,3.0,999.0,Used,12572.0
Dacia Sandero,66.0,18588.0,5.0,898.0,Used,11299.0
Dacia Sandero,70.0,30473.0,2.0,1461.0,Used,14409.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Sandero,66.0,34410.0,5.0,1461.0,Used,11845.0
Dacia Sandero,66.0,30607.0,5.0,898.0,Used,11117.0
Dacia Sandero,66.0,17300.0,4.0,898.0,Used,12990.0
Dacia Sandero,66.0,22136.0,3.0,898.0,Used,12390.0
Dacia Sandero,70.0,68344.0,2.0,1461.0,Used,13490.0
Dacia Sandero,66.0,18588.0,5.0,898.0,Used,11299.0
Dacia Sandero,74.0,7100.0,2.0,999.0,Used,12400.0
Dacia Sandero,66.0,19000.0,6.0,898.0,Used,9990.0
Dacia Sandero,55.0,71341.0,8.0,1461.0,Used,7900.0
Dacia Sandero,66.0,6027.0,1.0,898.0,Used,15390.0
Dacia Sandero,66.0,57970.0,4.0,898.0,Used,11572.0
Dacia Sandero,66.0,84762.0,4.0,898.0,Used,10754.0
Dacia Sandero,67.0,17239.0,3.0,999.0,Used,12572.0
Dacia Logan,55.0,154800.0,4.0,1461.0,Used,10400.0
Dacia Sandero,66.0,71894.0,5.0,898.0,Used,10663.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Sandero,66.0,18570.0,3.0,898.0,Used,12572.0
Dacia Sandero,66.0,22136.0,3.0,898.0,Used,12390.0
Dacia Sandero,66.0,18588.0,5.0,898.0,Used,11299.0
Dacia Sandero,66.0,6027.0,1.0,898.0,Used,15390.0
Dacia Sandero,70.0,30473.0,2.0,1461.0,Used,14409.0
Dacia Logan,55.0,18525.0,6.0,1149.0,Used,9399.0
Dacia Sandero,66.0,12531.0,3.0,1461.0,Used,13299.0
Dacia Sandero,70.0,30473.0,2.0,1461.0,Used,14409.0
Dacia Sandero,49.0,2614.0,0.0,999.0,Pre-registered,14200.0
Dacia Sandero,66.0,28000.0,4.0,898.0,Used,14900.0
Dacia Sandero,74.0,5550.0,2.0,999.0,Used,12591.0
Dacia Logan,55.0,18525.0,6.0,1149.0,Used,9399.0
Dacia Sandero,74.0,5550.0,2.0,999.0,Used,12591.0
Dacia Sandero,66.0,87500.0,7.0,1461.0,Used,12800.0
Dacia Sandero,55.0,49899.0,4.0,1461.0,Used,9990.0
Dacia Sandero,66.0,34410.0,5.0,1461.0,Used,11845.0
Dacia Sandero,67.0,1962.0,1.0,999.0,Pre-registered,15299.0
Dacia Sandero,70.0,30473.0,2.0,1461.0,Used,14409.0
Dacia Sandero,66.0,18570.0,3.0,898.0,Used,12572.0
Dacia Sandero,66.0,36817.0,7.0,898.0,Used,9499.0
Dacia Dokker,66.0,141100.0,4.0,1461.0,Used,11930.0
Dacia Logan,55.0,18525.0,6.0,1149.0,Used,9399.0
Dacia Sandero,70.0,109000.0,3.0,1461.0,Used,11900.0
Dacia Sandero,66.0,47500.0,3.0,898.0,Used,10990.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Sandero,74.0,5550.0,2.0,999.0,Used,12591.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Sandero,66.0,18570.0,3.0,898.0,Used,12572.0
Dacia Logan,66.0,76808.0,4.0,898.0,Used,11950.0
Dacia Sandero,67.0,40.0,1.0,999.0,Pre-registered,17000.0
Dacia Sandero,66.0,36986.0,3.0,898.0,Used,13900.0
Dacia Sandero,74.0,4.0,0.0,999.0,Pre-registered,16899.0
Dacia Sandero,66.0,34410.0,5.0,1461.0,Used,11845.0
Dacia Sandero,66.0,27500.0,3.0,898.0,Used,11990.0
Dacia Sandero,70.0,30473.0,2.0,1461.0,Used,14409.0
Dacia Sandero,49.0,2614.0,0.0,999.0,Pre-registered,14000.0
Dacia Sandero,66.0,36817.0,7.0,898.0,Used,9499.0
Dacia Sandero,66.0,12531.0,3.0,1461.0,Used,13299.0
Dacia Sandero,66.0,30607.0,5.0,898.0,Used,11117.0
Dacia Sandero,70.0,50991.0,3.0,1461.0,Used,13400.0
Dacia Sandero,55.0,3307.0,2.0,999.0,Used,11409.0
Dacia Sandero,74.0,5550.0,2.0,999.0,Used,12591.0
Dacia Sandero,66.0,49900.0,5.0,1461.0,Used,10990.0
Dacia Sandero,55.0,16626.0,6.0,1149.0,Used,10500.0
Dacia Sandero,66.0,14000.0,2.0,898.0,Used,14500.0
Dacia Sandero,66.0,71894.0,5.0,898.0,Used,10663.0
Dacia Sandero,74.0,5550.0,2.0,999.0,Used,12591.0
Dacia Sandero,55.0,18288.0,10.0,1149.0,Used,7900.0
Dacia Sandero,66.0,40000.0,4.0,898.0,Used,12395.0
Dacia Sandero,66.0,71715.0,5.0,898.0,Used,10490.0
Dacia Sandero,66.0,74544.0,5.0,1461.0,Used,11390.0
Dacia Sandero,70.0,30473.0,2.0,1461.0,Used,14409.0
Dacia Sandero,70.0,30473.0,2.0,1461.0,Used,14409.0
Dacia Sandero,70.0,60169.0,2.0,1461.0,Used,12990.0
Dacia Sandero,66.0,39521.0,3.0,898.0,Used,13600.0
Dacia Sandero,66.0,39521.0,3.0,898.0,Used,13600.0
Dacia Sandero,66.0,84500.0,6.0,898.0,Used,9390.0
Dacia Sandero,55.0,9000.0,7.0,1149.0,Used,7990.0
Dacia Sandero,67.0,13.0,1.0,999.0,Pre-registered,19299.0
Dacia Sandero,74.0,2850.0,1.0,999.0,Used,16200.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Sandero,74.0,5550.0,2.0,999.0,Used,12591.0
Dacia Sandero,66.0,90902.0,5.0,898.0,Used,10663.0
Dacia Sandero,66.0,6000.0,1.0,898.0,Used,14500.0
Dacia Sandero,54.0,15600.0,2.0,999.0,Used,10900.0
Dacia Sandero,66.0,77980.0,6.0,1461.0,Used,9900.0
Dacia Sandero,66.0,71894.0,5.0,898.0,Used,10663.0
Dacia Sandero,66.0,74544.0,5.0,1461.0,Used,11390.0
Dacia Sandero,66.0,20.0,0.0,999.0,Pre-registered,17690.0
Dacia Sandero,66.0,40000.0,8.0,898.0,Used,9990.0
Dacia Sandero,66.0,40000.0,8.0,898.0,Used,9990.0
Dacia Sandero,70.0,42037.0,3.0,1461.0,Used,13299.0
Dacia Sandero,66.0,56067.0,6.0,898.0,Used,10899.0
Dacia Sandero,66.0,12531.0,3.0,1461.0,Used,13299.0
Dacia Sandero,66.0,36817.0,7.0,898.0,Used,9499.0
Dacia Sandero,67.0,11354.0,1.0,999.0,Used,15299.0
Dacia Sandero,66.0,43785.0,5.0,898.0,Used,11995.0
Dacia Logan,55.0,83607.0,3.0,999.0,Used,11450.0
Dacia Sandero,74.0,5550.0,2.0,999.0,Used,12591.0
Dacia Sandero,70.0,30473.0,2.0,1461.0,Used,14409.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Sandero,74.0,5550.0,2.0,999.0,Used,12591.0
Dacia Sandero,70.0,30473.0,2.0,1461.0,Used,14409.0
Dacia Sandero,66.0,36986.0,3.0,898.0,Used,13900.0
Dacia Sandero,66.0,46580.0,5.0,898.0,Used,11500.0
Dacia Sandero,54.0,39904.0,4.0,999.0,Used,9500.0
Dacia Sandero,66.0,22136.0,3.0,898.0,Used,12390.0
Dacia Sandero,74.0,5550.0,2.0,999.0,Used,12591.0
Dacia Sandero,74.0,5550.0,2.0,999.0,Used,12591.0
Dacia Sandero,74.0,5550.0,2.0,999.0,Used,12591.0
Dacia Sandero,66.0,21447.0,2.0,898.0,Used,13208.0
Dacia Sandero,74.0,5550.0,2.0,999.0,Used,12591.0
Dacia Sandero,66.0,36986.0,3.0,898.0,Used,13900.0
Dacia Sandero,66.0,39521.0,3.0,898.0,Used,13600.0
Dacia Sandero,55.0,90823.0,4.0,999.0,Used,7572.0
Dacia Sandero,66.0,30607.0,5.0,898.0,Used,11117.0
Dacia Sandero,67.0,45941.0,3.0,999.0,Used,12026.0
Dacia Sandero,70.0,42037.0,3.0,1461.0,Used,13299.0
Dacia Sandero,74.0,16766.0,2.0,999.0,Used,14818.0
Dacia Sandero,66.0,95000.0,9.0,898.0,Used,8950.0
Dacia Sandero,55.0,24000.0,9.0,1149.0,Used,7900.0
